name,url,platform
Negotiation Strategies,https://online-shortcourses.som.yale.edu/presentations/lp/yale-som-execed-negotiation-strategies-online-program/,
Master of Business Administration,https://onlinemba.ucdavis.edu/requestinfo/plp/?lsrc=edx&utm_source=edx&utm_medium=referral&utm_campaign=ucd-mba,
Master of Arts in International Relations,https://ironline.american.edu/degrees/masters-in-international-relations/?utm_source=edx&utm_medium=referral&utm_campaign=au_ir,
Master of International Service,https://ironline.american.edu/degrees/international-affairs-masters/?utm_source=edx&utm_medium=referral&utm_campaign=au_ia,
Executive Master of Public Administration,https://onlinegrad.syracuse.edu/public-administration/mpa/?utm_source=edx&utm_medium=referral&utm_campaign=SYR_MPA,
Master of Data Analytics (Online),http://postgradonline.sydney.edu.au/online-master-data-analytics/,
Master of Science in Speech-Language Pathology,https://slp.pepperdine.edu/,
Bachelor of Science in Economics and Finance,https://programs.edx.org/requestinfo/lse?utm_source=edx&utm_medium=referral,
Master of Health Administration,https://onlinepublichealth.gwu.edu/mha/?utm_source=edx&utm_medium=referral&utm_campaign=gw_MHA,
Artificial Intelligence Certificate,https://ai.engineering.columbia.edu/requestinfo/cai-spz-atf/?lsrc=edx&utm_source=edx&utm_medium=referral&utm_campaign=cu-cai,
Master of Science in Computer Science,https://onlinegrad.syracuse.edu/requestinfo/mscs-spz-atf/?lsrc=edx&utm_source=edx&utm_medium=referral&utm_campaign=syr-comp,
Post-Baccalaureate Certificate in Cybersecurity Penetration Testing,https://online.maryville.edu/online-certificates/cybersecurity-penetration-testing/,
Master of Science in Cybersecurity,https://www.hpu.edu/cps/public-service/ms-cybersecurity.html,
Master of Dispute Resolution,https://onlinegrad.pepperdine.edu/law/online-mdr/?utm_source=edx&utm_medium=referral&utm_campaign=PEP_MDR,
Master of Legal Studies,https://onlinelaw.wcl.american.edu/legal-studies/?utm_source=edx&utm_medium=referral&utm_campaign=au_mls,
Post-Baccalaureate Certificate in Cybersecurity Incident Response,https://online.maryville.edu/online-certificates/cybersecurity-incident-response/,
Bachelor of Science in Economics and Management,https://programs.edx.org/requestinfo/lse?utm_source=edx&utm_medium=referral,
Master of Arts in Teaching,https://gsep.pepperdine.edu/masters-teaching/,
Master of Science Strategic Marketing Practice,https://www.birmingham.ac.uk/study/postgraduate/subjects/marketing-courses/strategic-marketing-and-consulting-msc,
Online Master of Science in Biomedical Sciences,https://www.acphs.edu/biomedical-science-masters,
Master of Science in Education,https://gsep.pepperdine.edu/degrees-programs/masters-education.htm,
Master of Science in Occupational Therapy,https://www.sage.edu/academics/programs/occupational-therapy-ms/,
Master of Arts Digital Media and Global Communication,https://www.birmingham.ac.uk/study/postgraduate/subjects/languages-cultures-and-translation-courses/digital-media-and-global-communication-ma-online,
Master of Laws in Dispute Resolution,https://onlinegrad.pepperdine.edu/law/online-llm/?utm_source=edx&utm_medium=referral&utm_campaign=PEP_LLM,
Master of Social Work,https://www.hpu.edu/cla/social-work/ma-sw/index.html,
Certificate in Business Analytics,https://analytics.hbs.edu/requestinfo/cba-spz-atf/?lsrc=edx&utm_source=edx&utm_medium=referral&utm_campaign=hu-cba,
Master of Science in Applied Behavior Analysis,https://onlinegrad.pepperdine.edu/psychology/online-masters-behavior-analysis/?utm_source=edx&utm_medium=referral&utm_campaign=PEP_MSBA,
Master of Science in Data Science,https://datascience.smu.edu/requestinfo/ds-spz-atf/?lsrc=edx&utm_source=edx&utm_medium=referral&utm_campaign=smu-data,
Master of Science in Communications Management,https://onlinegrad.syracuse.edu/communications/communications-management/?utm_source=edx&utm_medium=referral&utm_campaign=SYR_COMMGMT,
Master of Science Sustainable Development in Practice,https://www.surrey.ac.uk/postgraduate/sustainable-development-msc,
Principal Licensure Preparation Program,https://educationonline.udayton.edu/principal-licensure-preparation-program/?utm_source=edx&utm_medium=referral&utm_campaign=DAY_PLPP,
Master of Business Administration,https://onlinemba.miami.edu/?utm_source=edx&utm_medium=referral&utm_campaign=MIA_MBA,
Post-Baccalaureate Certificate in Data Analytics,https://online.maryville.edu/online-certificates/data-analytics/,
Master of Education in Educational Leadership,https://www.hpu.edu/cps/education/me-educational-leader.html,
Ed.D. in Organizational Learning and Leadership,https://ed.unc.edu/academics/programs/educational-leadership,
Master of Science Psychology,https://www.surrey.ac.uk/postgraduate/psychology-conversion-msc,
Bachelor of Science in International Relations,https://programs.edx.org/requestinfo/lse?utm_source=edx&utm_medium=referral,
Master of Arts in Psychology,https://onlinegrad.pepperdine.edu/psychology/online-masters-psychology/?utm_source=edx&utm_medium=referral&utm_campaign=PEP_MAP,
"Master of Science-Business in Data, Insights, and Analytics",https://business.wisc.edu/graduate/masters/business-analytics/,
Master of Science International Business Management,https://www.surrey.ac.uk/postgraduate/international-business-management-msc,
Master of Science Artificial Intelligence,https://www.surrey.ac.uk/postgraduate/artificial-intelligence-msc,
University of Sydney’s Master of Cybersecurity,https://postgradonline.sydney.edu.au/online-master-cybersecurity/,
Certificate in Child Life Specialist,https://online.maryville.edu/online-certificates/child-life-specialist/,
Master of Science in Cybersecurity,https://onlinegrad.syracuse.edu/requestinfo/mscy-spz-atf/?lsrc=edx&utm_source=edx&utm_medium=referral&utm_campaign=syr-cybersec,
Master of Science in Supply Chain Management,https://onlinegrad.syracuse.edu/business/supply-chain-management/?utm_source=edx&utm_medium=referral&utm_campaign=SYR_SCM,
Master of Management,https://gsm.ucdavis.edu/degrees,
Master of Applied Data Science,http://online.unc.edu/online-masters-programs/masters-data-science/,
Master of Arts in Clinical Psychology,https://onlinegrad.pepperdine.edu/requestinfo/lmft-lpc-spz-atf/?lsrc=edx&utm_source=edx&utm_medium=referral&utm_campaign=pep-mft,
Master’s in Information Systems Executive Program,https://onlinegrad.syracuse.edu/requestinfo/msis-spz-atf/?lsrc=edx&utm_source=edx&utm_medium=referral&utm_campaign=syr-info-mgmt,
Bachelor of Science in Economics,https://programs.edx.org/requestinfo/lse?utm_source=edx&utm_medium=referral,
Master of Science in Computer Engineering,https://onlinegrad.syracuse.edu/engineering/computer-engineering/?utm_source=edx&utm_medium=referral&utm_campaign=SYR_CENG,
Bachelor of Science in Accounting and Finance,https://programs.edx.org/requestinfo/lse?utm_source=edx&utm_medium=referral,
Master of Science in Applied Data Science,https://onlinegrad.syracuse.edu/requestinfo/mids-spz-atf/?lsrc=edx&utm_source=edx&utm_medium=referral&utm_campaign=syr-data,
Master of Information and Cybersecurity,https://ischoolonline.berkeley.edu/requestinfo/cyber-spz-atf/?lsrc=edx&utm_source=edx&utm_medium=referral&utm_campaign=ucb-cyber,
Master of Information and Data Science,https://ischoolonline.berkeley.edu/requestinfo/mids-spz-atf/?lsrc=edx&utm_source=edx&utm_medium=referral&utm_campaign=ucb-data,
Master of Public Health,https://onlinemph.unc.edu/?utm_source=edx&utm_medium=referral&utm_campaign=UNC_MPH,
Master of Public Health,https://onlinepublichealth.gwu.edu/mph/?utm_source=edx&utm_medium=referral&utm_campaign=gw_MPH,
Master of Science in Marriage and Family Therapy,https://counseling.northwestern.edu/requestinfo/mft/?lsrc=edx&utm_source=edx&utm_medium=referral&utm_campaign=nu-mft,
Master of Health Administration,https://onlineprograms.mghihp.edu/,
Post-Baccalaureate Certificate in Advanced Artificial Intelligence,https://online.maryville.edu/online-certificates/advanced-artificial-intelligence/,
Master of Science in Biotechnology Online,https://www.acphs.edu/ms-biotechnology-curriculum,
Master of Science Strategic Marketing,https://www.surrey.ac.uk/postgraduate/strategic-marketing-msc,
Master of Architecture (M.Arch.),https://onlinemasters.rit.edu/?utm_source=edx&utm_medium=referral&utm_campaign=rit_arc,
Master of Business Administration,https://onlinebusiness.rice.edu/?utm_source=edx&utm_medium=referral&utm_campaign=RICE_MBA,
Bachelor of Science in Business and Management,https://programs.edx.org/requestinfo/lse?utm_source=edx&utm_medium=referral,
Post-Baccalaureate Certificate in Project Management,https://online.maryville.edu/online-certificates/project-management/,
Master of Science in Data Science,https://www.hpu.edu/cob/grad-programs/msbais.html,
Master of Legal Studies,https://onlinegrad.pepperdine.edu/law/online-mls/?utm_source=edx&utm_medium=referral&utm_campaign=PEP_MLS,
Master of Business Administration,https://onlinemba.unc.edu/requestinfo/mba-spz-atf/?lsrc=edx&utm_source=edx&utm_medium=referral&utm_campaign=unc-bus,
Bachelor of Science in Mathematics and Economics,https://programs.edx.org/requestinfo/lse?utm_source=edx&utm_medium=referral,
Bachelor of Science in Finance,https://programs.edx.org/requestinfo/lse?utm_source=edx&utm_medium=referral,
Master of Studies in Law in Corporate Compliance,https://onlinelaw.fordham.edu/master-studies-law/?utm_source=edx&utm_medium=referral&utm_campaign=fordham_MSL,
Bachelor of Science in Data Science and Business Analytics,https://programs.edx.org/requestinfo/lse?utm_source=edx&utm_medium=referral,
Master of Data Science (Online),https://postgradonline.sydney.edu.au/online-master-data-science,
Master of Science in Library and Information Science,https://onlinegrad.syracuse.edu/information-science/mlis/?utm_source=edx&utm_medium=referral&utm_campaign=SYR_MLIS,
Master of Project and Program Management,https://postgradonline.sydney.edu.au/online-master-project-management/,
Master of Science in Communications,https://onlinegrad.syracuse.edu/communications/ms-in-communications/?utm_source=edx&utm_medium=referral&utm_campaign=SYR_COMMS,
Cloud Computing Basics (Coursera - LearnQuest),https://www.coursera.org/learn/cloud-computing-basics,Coursera
Data Mining Specialization,https://www.coursera.org/specializations/data-mining,Coursera
Data Visualization with Tableau,https://www.coursera.org/learn/visual-analytics,Coursera
Hadoop Platform and Application Framework,https://www.coursera.org/learn/hadoop,Coursera
NoSQL Database Systems,https://www.edx.org/course/nosql-database-systems,edX
Big Data Analysis with Spark,https://www.edx.org/course/big-data-analysis-with-spark,edX
"ETL and Data Pipelines with Shell, Airflow, and Kafka",https://www.coursera.org/learn/etl-data-pipelines,Coursera
Introduction to Statistical Analysis,https://www.edx.org/course/introduction-to-statistical-analysis,edX
Data Modeling and Relational Database Design,https://www.coursera.org/learn/data-modeling,Coursera
Meta Front-End Developer - React,https://www.coursera.org/learn/meta-front-end-developer,Coursera
Django for Beginners,https://www.udemy.com/course/django-for-beginners/,Udemy
REST APIs with Flask and Python,https://www.udemy.com/course/rest-api-flask-and-python/,Udemy
Master the Coding Interview: Data Structures,https://www.udemy.com/course/master-the-coding-interview-data-structures-algorithms/,Udemy
Docker for DevOps,https://www.udemy.com/course/docker-mastery/,Udemy
Version Control with Git,https://www.coursera.org/learn/introduction-git-github,Coursera
Cloud Computing Basics (AWS),https://www.coursera.org/learn/cloud-computing-basics,Coursera
Full-Stack Web Development with React,https://www.coursera.org/specializations/full-stack-react,Coursera
Mastering Statistical Analysis - Level 3,https://example.com/statistical-analysis-course-1,EdX
Mastering Data Visualization - Level 2,https://example.com/data-visualization-course-2,DataCamp
Mastering Machine Learning - Level 3,https://example.com/machine-learning-course-3,DataCamp
Mastering Etl - Level 1,https://example.com/etl-course-4,Udemy
Mastering Machine Learning - Level 1,https://example.com/machine-learning-course-5,Udemy
Mastering Hadoop - Level 1,https://example.com/hadoop-course-6,Pluralsight
Mastering Ai Ethics - Level 2,https://example.com/ai-ethics-course-7,EdX
Mastering Aws - Level 2,https://example.com/aws-course-8,Coursera
Mastering Statistical Analysis - Level 1,https://example.com/statistical-analysis-course-9,Udemy
Mastering Data Visualization - Level 1,https://example.com/data-visualization-course-10,Udemy
Mastering Ai Ethics - Level 1,https://example.com/ai-ethics-course-11,Udemy
Mastering Llms - Level 2,https://example.com/llms-course-12,DataCamp
Mastering Scikit-Learn - Level 1,https://example.com/scikit-learn-course-13,Coursera
Mastering Llms - Level 2,https://example.com/llms-course-14,Coursera
Mastering Machine Learning - Level 1,https://example.com/machine-learning-course-15,Pluralsight
Mastering Scikit-Learn - Level 3,https://example.com/scikit-learn-course-16,EdX
Mastering R Programming - Level 1,https://example.com/r-programming-course-17,DataCamp
Mastering Scikit-Learn - Level 3,https://example.com/scikit-learn-course-18,Udemy
Mastering Tensorflow - Level 3,https://example.com/tensorflow-course-19,EdX
Mastering Data Visualization - Level 2,https://example.com/data-visualization-course-20,EdX
Mastering Spark - Level 1,https://example.com/spark-course-21,DataCamp
Mastering Cloud Computing - Level 2,https://example.com/cloud-computing-course-22,DataCamp
Mastering Kubernetes - Level 3,https://example.com/kubernetes-course-23,EdX
Mastering Ai Ethics - Level 1,https://example.com/ai-ethics-course-24,Udemy
Mastering Pandas - Level 1,https://example.com/pandas-course-25,Pluralsight
Mastering Python Programming - Level 3,https://example.com/python-programming-course-26,Pluralsight
Mastering Etl - Level 2,https://example.com/etl-course-27,DataCamp
Mastering Data Mining - Level 1,https://example.com/data-mining-course-28,EdX
Mastering Hadoop - Level 2,https://example.com/hadoop-course-29,Coursera
Mastering Tensorflow - Level 1,https://example.com/tensorflow-course-30,Coursera
Mastering Git - Level 2,https://example.com/git-course-31,Pluralsight
Mastering Devops - Level 1,https://example.com/devops-course-32,DataCamp
Mastering Gcp - Level 2,https://example.com/gcp-course-33,Pluralsight
Mastering Natural Language Processing - Level 1,https://example.com/natural-language-processing-course-34,EdX
Mastering Data Mining - Level 1,https://example.com/data-mining-course-35,Coursera
Mastering Aws - Level 1,https://example.com/aws-course-36,DataCamp
Mastering Statistical Analysis - Level 2,https://example.com/statistical-analysis-course-37,EdX
Mastering Sql - Level 2,https://example.com/sql-course-38,EdX
Mastering Sql - Level 2,https://example.com/sql-course-39,Pluralsight
Mastering Mongodb - Level 1,https://example.com/mongodb-course-40,EdX
Mastering Ai Ethics - Level 3,https://example.com/ai-ethics-course-41,Coursera
Mastering Data Visualization - Level 1,https://example.com/data-visualization-course-42,Pluralsight
Mastering Big Data - Level 3,https://example.com/big-data-course-43,DataCamp
Mastering Ai Ethics - Level 2,https://example.com/ai-ethics-course-44,Udemy
Mastering Data Mining - Level 1,https://example.com/data-mining-course-45,Udemy
Mastering Scikit-Learn - Level 1,https://example.com/scikit-learn-course-46,Coursera
Mastering Nosql - Level 3,https://example.com/nosql-course-47,Udemy
Mastering Sql - Level 1,https://example.com/sql-course-48,Pluralsight
Mastering Prompt Engineering - Level 1,https://example.com/prompt-engineering-course-49,Pluralsight
Mastering Spark - Level 2,https://example.com/spark-course-50,DataCamp
Mastering Cloud Computing - Level 3,https://example.com/cloud-computing-course-51,Pluralsight
Mastering Nosql - Level 1,https://example.com/nosql-course-52,Pluralsight
Mastering Llms - Level 3,https://example.com/llms-course-53,Udemy
Mastering Big Data - Level 1,https://example.com/big-data-course-54,Udemy
Mastering Tensorflow - Level 3,https://example.com/tensorflow-course-55,Coursera
Mastering Azure - Level 3,https://example.com/azure-course-56,DataCamp
Mastering Data Modeling - Level 2,https://example.com/data-modeling-course-57,Coursera
Mastering Git - Level 1,https://example.com/git-course-58,Pluralsight
Mastering Data Visualization - Level 1,https://example.com/data-visualization-course-59,DataCamp
Mastering Hadoop - Level 1,https://example.com/hadoop-course-60,Pluralsight
Mastering Statistical Analysis - Level 3,https://example.com/statistical-analysis-course-61,Coursera
Mastering Data Mining - Level 2,https://example.com/data-mining-course-62,EdX
Mastering Hadoop - Level 1,https://example.com/hadoop-course-63,DataCamp
Mastering Azure - Level 3,https://example.com/azure-course-64,Coursera
Mastering Cloud Computing - Level 2,https://example.com/cloud-computing-course-65,EdX
Mastering Sql - Level 2,https://example.com/sql-course-66,Pluralsight
Mastering Numpy - Level 1,https://example.com/numpy-course-67,DataCamp
Mastering Etl - Level 2,https://example.com/etl-course-68,DataCamp
Mastering Llms - Level 2,https://example.com/llms-course-69,DataCamp
Mastering Nosql - Level 1,https://example.com/nosql-course-70,EdX
Mastering Hadoop - Level 2,https://example.com/hadoop-course-71,DataCamp
Mastering Numpy - Level 3,https://example.com/numpy-course-72,Pluralsight
Mastering Tensorflow - Level 2,https://example.com/tensorflow-course-73,EdX
Mastering R Programming - Level 1,https://example.com/r-programming-course-74,Pluralsight
Mastering R Programming - Level 2,https://example.com/r-programming-course-75,Pluralsight
Mastering Pandas - Level 3,https://example.com/pandas-course-76,DataCamp
Mastering Llms - Level 3,https://example.com/llms-course-77,Coursera
Mastering Git - Level 1,https://example.com/git-course-78,EdX
Mastering Hadoop - Level 2,https://example.com/hadoop-course-79,Udemy
Mastering Scikit-Learn - Level 2,https://example.com/scikit-learn-course-80,DataCamp
Mastering Data Mining - Level 2,https://example.com/data-mining-course-81,Udemy
Mastering Data Analysis - Level 3,https://example.com/data-analysis-course-82,DataCamp
Mastering Scikit-Learn - Level 2,https://example.com/scikit-learn-course-83,EdX
Mastering Python Programming - Level 2,https://example.com/python-programming-course-84,EdX
Mastering Scikit-Learn - Level 1,https://example.com/scikit-learn-course-85,EdX
Mastering Git - Level 3,https://example.com/git-course-86,Udemy
Mastering Data Visualization - Level 2,https://example.com/data-visualization-course-87,Udemy
Mastering Prompt Engineering - Level 2,https://example.com/prompt-engineering-course-88,Udemy
Mastering Devops - Level 2,https://example.com/devops-course-89,EdX
Mastering Data Mining - Level 3,https://example.com/data-mining-course-90,DataCamp
Mastering Llms - Level 2,https://example.com/llms-course-91,EdX
Mastering Python Programming - Level 2,https://example.com/python-programming-course-92,Udemy
Mastering Python Programming - Level 1,https://example.com/python-programming-course-93,Coursera
Mastering Pandas - Level 1,https://example.com/pandas-course-94,EdX
Mastering R Programming - Level 2,https://example.com/r-programming-course-95,DataCamp
Mastering Cloud Computing - Level 3,https://example.com/cloud-computing-course-96,Pluralsight
Mastering Hadoop - Level 3,https://example.com/hadoop-course-97,DataCamp
Mastering Natural Language Processing - Level 2,https://example.com/natural-language-processing-course-98,EdX
Mastering Git - Level 3,https://example.com/git-course-99,Udemy
Mastering Docker - Level 2,https://example.com/docker-course-100,Coursera
